Time,Time,Water Flow Rate,Pump - 1 X Axis, Pump 1 Y-axis,Pump - 2 X Axis,Pump - 2 Y Axis,Pump - 3 X Axis, Pump - 3 Y Axis,OA_TEMP,Power Consumption,Pump - 1 Status,Pump - 2 Status,Pump - 3 Status,avg_outflow,avg_inflow
1,2,364.5661011,-0.0215,2.048,0.1495,0.8902,1.0611,0.9,9.070051,11.44608402,1,1,1,2.941,2.589
2,3,364.5661011,0.1001,2.048,0.5036,1.0181,1.1204,1.322,8.771828,11.44608402,1,1,1,2.936,2.961
3,4,364.5661011,-0.0012,2.048,0.7587,1.0299,1.1254,1.6234,8.786055,11.44608402,1,1,1,2.928,3.225
4,5,364.5661011,-0.0562,2.048,0.9863,0.6432,1.1314,1.6899,8.800337,11.44608402,1,1,1,2.928,3.354
5,6,364.5661011,-0.0547,2.048,1.1822,0.9981,1.1451,1.3053,8.814619,11.44608402,1,1,1,2.917,3.794
6,7,364.5661011,-0.1116,2.048,1.4113,1.0422,1.1862,1.2789,8.828846,11.44608402,1,1,1,2.912,3.75
7,8,364.5661011,-0.0384,2.048,1.5737,1.0871,1.2152,1.7557,8.85741,11.44608402,1,1,1,2.355,3.507
8,9,364.5661011,-0.0354,1.8597,1.5726,1.1042,1.1754,2.048,8.85741,11.44608402,1,1,1,2.366,3.188
9,10,364.5661011,-0.0753,1.0774,1.6512,1.3576,1.1845,1.8442,8.871637,11.44608402,1,1,1,3.923,3.378
10,11,364.5661011,-0.0506,0.7712,1.5509,0.5467,1.1425,1.7123,8.88592,11.44608402,1,1,1,3.912,3.425
11,12,364.5661011,-0.0369,-0.5327,1.431,0.5199,1.1611,1.5773,8.9001465,11.44608402,1,1,1,2.971,3.775
12,13,364.5661011,-0.0588,-0.2403,1.243,1.1932,1.1916,1.1791,8.914429,11.44608402,1,1,1,3.833,3.763
13,14,364.5661011,-0.0521,-2.048,0.9985,1.2533,1.1305,0.3706,8.928711,11.44608402,1,1,1,2.984,3.487
14,15,364.5661011,-0.1179,-1.6254,0.7611,1.2324,1.0983,0.5831,8.957222,11.44608402,1,1,1,3.236,3.604
15,16,364.5661011,-0.087,-0.5906,0.4963,0.9339,1.056,0.851,8.971449,11.44608402,1,1,1,2.95,3.6
16,17,364.5661011,-0.0643,-1.3854,0.0578,0.7355,0.9443,0.1435,8.971449,11.44608402,1,1,1,2.935,3.481
17,18,364.5661011,-0.0312,-0.8918,-0.4894,0.6317,0.9051,-0.6306,8.985731,11.44608402,1,1,1,2.937,3.623
18,19,364.5661011,-0.1762,1.0693,1.5023,1.1783,1.1599,2.048,8.999958,11.44608402,1,1,1,3.308,3.785
19,20,364.5661011,-0.077,1.828,1.2321,1.441,1.1712,1.9951,9.01424,11.44608402,1,1,1,2.933,3.596
20,21,364.5661011,-0.054,2.048,1.0012,0.9405,1.1317,0.8209,9.0285225,11.44608402,1,1,1,2.94,3.642
21,22,364.5661011,-0.131,2.048,0.7687,0.9565,1.096,1.1098,9.042749,11.44608402,1,1,1,3.427,3.519
22,23,364.5661011,-0.065,2.048,0.4234,0.9932,1.0049,1.0105,9.057032,11.44608402,1,1,1,2.98,3.541
23,24,364.5661011,-0.0005,0.8478,-0.6808,0.8718,0.8325,-0.7253,9.085541,11.44608402,1,1,1,2.997,3.526
24,25,364.5661011,0.0016,-0.2391,-0.9458,0.4926,0.8238,-1.2197,9.085541,11.44608402,1,1,1,2.978,3.542
25,26,364.5661011,-0.1108,-0.5933,-1.2645,0.6524,0.7571,-1.7167,9.09977,11.44608402,1,1,1,2.983,3.332
26,27,364.5661011,0.0174,-0.553,-1.2977,0.8983,0.7394,-1.6062,9.114052,11.44608402,1,1,1,2.989,3.249
27,28,364.5661011,-0.0133,-1.1002,-1.3241,0.9744,0.7225,-1.1107,9.128334,11.44608402,1,1,1,2.991,3.408
28,29,364.5661011,0.0604,-0.7726,-0.9959,1.0964,0.8394,-1.4071,9.142561,11.44608402,1,1,1,2.989,3.498
29,30,364.5661011,-0.047,-2.048,-0.7947,1.1583,0.8948,-0.9709,9.156843,11.44608402,1,1,1,2.967,3.488
30,31,364.5661011,-0.0315,-2.048,-0.5107,1.3805,0.9126,-0.548,9.17107,11.44608402,1,1,1,2.965,3.448
31,32,364.5661011,0.0436,-1.6757,-0.028,1.0979,1.0139,-0.1579,9.199579,11.44608402,1,1,1,3.625,3.426
32,33,364.5661011,-0.0058,-1.1222,0.2221,0.8936,1.0183,0.1047,9.199579,11.44608402,1,1,1,2.991,3.456
33,34,364.5661011,-0.1027,-0.0513,1.3099,0.7627,1.208,1.232,9.213861,11.44608402,1,1,1,2.995,3.611
34,35,364.5661011,-0.0767,0.6667,1.5201,1.0507,1.2105,1.7789,9.228088,11.44608402,1,1,1,3.356,3.601
35,36,364.5661011,-0.027,1.1081,1.6534,1.1589,1.2101,2.048,9.242371,11.44608402,1,1,1,2.97,3.703
36,37,364.5661011,-0.0037,0.9206,1.6452,1.034,1.1806,2.048,9.256599,11.44608402,1,1,1,3.812,3.585
37,38,364.5661011,-0.025,1.1572,1.5782,1.2429,1.1856,2.048,9.270882,11.44608402,1,1,1,3.092,3.561
38,39,364.5661011,-0.1025,2.048,0.8979,1.3669,1.1225,1.5905,9.285109,11.44608402,1,1,1,3.129,3.519
39,40,364.5661011,-0.0011,2.048,0.6505,1.2309,1.0795,1.4843,9.313618,11.44608402,1,1,1,2.721,3.39
40,41,364.5661011,-0.0687,2.048,0.2154,1.0632,0.9752,0.9442,9.313618,11.44608402,1,1,1,2.994,3.478
41,42,364.5661011,-0.1738,1.941,-0.0503,1.038,0.936,-0.0193,9.327845,11.44608402,1,1,1,2.977,3.564
42,43,364.5661011,-0.0941,1.8426,-0.3236,1.1697,0.9046,-0.3869,9.342127,11.44608402,1,1,1,3.146,3.67
43,44,364.5661011,0.1118,0.0168,-1.2349,0.6181,0.7388,-1.1962,9.356354,11.44608402,1,1,1,3.17,3.563
44,45,364.5661011,0.1093,-0.5841,-1.4721,0.7536,0.7296,-1.6347,9.370636,11.44608402,1,1,1,3.177,3.569
45,46,364.5661011,0.046,-1.3058,-1.4547,0.9817,0.6741,-1.6661,9.384865,11.44608402,1,1,1,3.175,3.441
46,47,364.5661011,-0.1058,-1.2162,-1.4408,1.26,0.7231,-1.2397,9.399147,11.44608402,1,1,1,3.182,3.505
47,48,364.5661011,-0.0248,-1.1421,-1.2789,0.9187,0.7639,-0.9884,9.427601,11.44608402,1,1,1,3.595,3.521
48,49,364.5661011,-0.0286,-1.8372,-0.2059,0.5188,0.9571,-0.5713,9.427601,11.44608402,1,1,1,3.044,3.571
49,50,364.5661011,0.005,-1.766,0.1272,0.6562,1.0441,-0.4669,9.441883,11.44608402,1,1,1,3.033,3.448
50,51,364.5661011,0.056,-1.7155,0.4385,0.7587,1.0974,0.1282,9.45611,11.44608402,1,1,1,3.156,3.599
51,52,364.5661011,-0.0924,-1.7414,0.7303,0.5188,1.1181,0.2916,9.470392,11.44608402,1,1,1,3.155,3.349
52,53,364.5661011,-0.0657,-1.5798,1.1086,0.7373,1.1718,0.7118,9.484619,11.44608402,1,1,1,3.145,3.31
53,54,364.5661011,-0.1558,0.2721,1.6194,1.2502,1.2013,2.0026,9.498901,11.44608402,1,1,1,3.158,3.499
54,55,364.5661011,-0.0481,0.8868,1.6588,1.0973,1.1967,1.9607,9.527357,11.44608402,1,1,1,3.151,3.476
55,56,364.5661011,-0.0326,1.3194,1.4866,0.6231,1.1723,2.048,9.527357,11.44608402,1,1,1,3.157,3.402
56,57,364.5661011,-0.1333,1.8099,1.424,0.7596,1.1577,1.9158,9.541639,11.44608402,1,1,1,3.158,3.36
57,58,364.5661011,-0.149,2.048,0.9708,1.0989,1.1315,1.6659,9.555866,11.44608402,1,1,1,3.021,3.4
58,59,364.5661011,-0.017,2.048,0.0217,0.9091,0.9464,1.0868,9.570148,11.44608402,1,1,1,2.482,3.451
59,60,363.3972778,0.0437,2.048,-0.1776,0.615,0.9371,-1.0539,9.584375,11.47089767,1,1,1,3.063,3.426
60,61,344.8845215,-0.0568,2.048,-0.4546,0.7742,0.88,-1.7638,9.598602,10.55546665,1,1,1,3.077,3.427
61,62,219.8979187,-0.0761,1.8266,-0.7203,0.499,0.793,-0.977,9.6128845,3.698850155,1,1,1,2.735,3.444
62,63,144.6525726,-0.0629,1.0592,-1.0335,0.6071,0.8091,-1.317,9.644196,1.710136414,1,1,1,2.972,3.431
63,64,101.0847549,0.0782,-0.3804,-1.3653,0.795,0.7259,-1.6046,9.661224,1.050959229,1,1,1,2.997,3.516
64,65,80.1710434,0.0802,-0.6645,-1.3036,1.0915,0.79,-1.5503,9.661224,0.819956362,1,1,1,3.003,3.568
65,66,78.78258514,0.0998,-1.3067,-1.1588,1.1165,0.7715,-0.9631,9.678253,0.807472765,1,1,1,3.004,3.652
66,67,92.47602844,0.0554,-1.301,-1.0357,1.0201,0.8268,-1.0633,9.695337,0.955662549,1,1,1,2.936,3.444
67,68,116.0907669,-0.0645,-1.5563,-0.8039,0.9287,0.8868,-0.8137,9.712421,1.256184578,1,1,1,2.97,3.416
68,69,129.1552429,-0.0744,-1.6312,0.5132,0.5932,1.0431,0.166,9.72945,1.454986334,1,1,1,2.97,3.191
69,70,127.4421768,-0.0346,-1.731,0.8192,0.6762,1.1639,0.3206,9.746479,1.428452253,1,1,1,2.993,3.592
70,71,123.0019608,-0.0367,-1.7692,1.1424,0.586,1.1581,0.7916,9.763563,1.36018014,1,1,1,3.008,3.432
71,72,84.10716248,-0.1028,-1.3684,1.2984,0.3432,1.1928,1.8308,9.797676,0.867545426,1,1,1,2.905,3.38
72,73,40.16350937,-0.0745,-0.9678,1.498,0.3347,1.1948,1.6255,9.797676,0.459884167,1,1,1,3.009,3.468
73,74,32.45811462,-0.1155,1.0075,1.5173,1.1891,1.1717,1.722,9.814705,0.391583562,1,1,1,3,3.432
74,75,52.17134857,-0.0673,1.6397,1.2656,1.0128,1.172,2.048,9.831787,0.564444304,1,1,1,4.799,5.071
75,76,94.06650543,-0.1603,1.5129,0.9547,1.0271,1.1212,2.048,9.848816,0.978474259,1,1,1,3.041,3.621
76,77,163.227417,-0.0845,2.048,0.7682,1.2457,1.0708,1.3786,9.8659,2.10927105,1,1,1,3.615,3.494
77,78,189.431366,0.0031,2.048,0.4251,0.9557,0.9995,0.4928,9.882929,2.767190933,1,1,1,3.042,3.495
78,79,141.752121,-0.0808,2.048,-0.8544,1.0969,0.8392,-0.013,9.900013,1.675127149,1,1,1,3.618,3.483
79,80,99.2498703,0.0296,1.7472,-1.0638,0.9499,0.8032,-0.875,9.934071,1.0400877,1,1,1,3.012,3.492
80,81,81.21125793,-0.0145,1.5593,-1.3223,0.8696,0.7297,-1.3424,9.934071,0.838333607,1,1,1,3.004,3.417
81,82,80.47598267,-0.1168,1.5787,-1.4303,0.8893,0.6791,-1.3404,9.951155,0.830722868,1,1,1,3.016,3.575
82,83,92.09539795,0.1125,1.1646,-1.3807,0.8586,0.7334,-1.3991,9.9681835,0.956444681,1,1,1,2.996,3.411
83,84,110.1903687,0.0664,-1.0389,-0.8875,0.7551,0.8121,-1.3459,9.985212,1.179387689,1,1,1,3.27,3.401
84,85,123.389122,-0.0064,-1.4945,-0.6315,1.0047,0.9092,-1.066,10.002296,1.368309975,1,1,1,2.977,3.376
85,86,123.3644409,-0.0304,-1.5594,-0.3214,0.942,0.9615,-0.9097,10.019325,1.367955089,1,1,1,3.109,3.39
86,87,113.6067123,-0.1009,-1.5151,-0.0198,0.9707,1.0312,-0.5157,10.053436,1.226013541,1,1,1,3.109,3.367
87,88,103.799942,0.0379,-1.0975,0.3122,0.95,1.0908,-0.4702,10.070465,1.096368432,1,1,1,3.118,3.322
88,89,98.62541962,-0.0071,-1.6284,1.4237,0.9098,1.196,1.3043,10.070465,1.032700777,1,1,1,3.117,3.537
89,90,98.6912384,-0.1189,-1.1704,1.4912,0.2985,1.1798,1.5136,10.087549,1.033491731,1,1,1,3.123,3.478
90,91,102.3344574,0.0141,-1.0454,1.6546,0.4119,1.1904,2.048,10.104578,1.078025818,1,1,1,3.138,3.339
91,92,106.365036,-0.0266,-0.839,1.5612,0.8139,1.2101,2.048,10.121607,1.129110694,1,1,1,3.217,3.37
92,93,108.4399109,-0.1147,-0.4671,1.4722,1.0874,1.1857,1.8093,10.138636,1.156190276,1,1,1,3.124,3.393
93,94,107.853775,-0.076,1.1314,0.262,1.1201,1.0112,1.5496,10.15572,1.148489952,1,1,1,3.109,3.435
94,95,105.8063126,-0.1171,1.4392,-0.0304,0.9156,0.9256,0.4237,10.189777,1.121920586,1,1,1,3.909,4.357
95,96,103.85009,-0.0433,1.9689,-0.3705,1.0274,0.9121,-0.0671,10.2068615,1.097016811,1,1,1,3.162,3.565
96,97,102.6446075,0.049,1.8814,-0.6555,1.2156,0.8784,-0.533,10.2068615,1.081899166,1,1,1,3.156,3.48
97,98,102.4979782,0.0001,1.8995,-0.9007,1.1005,0.7883,0.33,10.22389,1.080071688,1,1,1,3.16,3.926
98,99,102.9798508,-0.0424,1.7094,-1.3646,0.6168,0.7696,-0.8051,10.240919,1.086085558,1,1,1,2.971,3.575
99,100,98.20737457,0.1509,1.6251,-1.3683,0.8592,0.7553,-1.8183,10.257948,1.027702928,1,1,1,2.969,3.621
100,101,95.58078003,-0.0696,1.2964,-1.2432,1.3314,0.781,-1.4931,10.274977,0.996643364,1,1,1,3.512,3.475
101,102,101.635376,0.1328,0.76,-0.3427,1.0372,0.9799,-1.225,10.292061,1.069369793,1,1,1,2.806,3.325
102,103,106.2674561,0.0289,0.1861,0.296,0.7025,1.0672,-1.3556,10.30909,1.127856374,1,1,1,2.771,3.098
103,104,79.68605042,0.0114,-1.1145,0.7381,1.4416,1.1237,-0.8398,10.343147,0.822699785,1,1,1,2.733,3.049
104,105,40.43163681,-0.0996,-1.4651,0.9282,1.1296,1.1291,-0.5379,10.343147,0.46287322,1,1,1,2.996,3.363
105,106,33.65192032,-0.0911,-1.6064,1.2486,0.6495,1.1455,0.134,10.360176,0.402822912,1,1,1,3.003,3.424
106,107,54.21220779,-0.0881,-0.7233,1.4479,0.9427,1.1664,0.5572,10.377258,0.582799017,1,1,1,3.02,3.371
107,108,94.00746918,-0.0313,-0.5862,1.5432,1.0561,1.1794,0.7368,10.394287,0.97834456,1,1,1,2.996,3.427
108,109,151.1049652,-0.1819,-1.2551,1.6234,0.5516,1.1584,1.623,10.411316,7.616117954,1,0,1,3.012,3.431
109,110,167.0511169,-0.0201,-1.0787,1.4638,1.1679,1.1934,2.048,10.428345,4.643243313,1,0,1,3.015,3.502
110,111,125.6969604,-0.1103,-0.5455,1.1551,0.764,1.1588,2.048,10.462402,2.513894081,1,0,1,3,3.52
111,112,91.22100067,-0.0693,0.3806,0.9617,1.3993,1.1494,2.048,10.479486,1.552614689,1,0,1,3.025,3.569
112,113,76.8536911,-0.1104,0.6243,0.7871,0.8848,1.1048,2.048,10.479486,1.262683392,1,0,1,3.028,2.807
113,114,77.24010468,0.0009,2.048,-0.438,1.3309,0.9176,0.2456,10.496515,1.269841671,1,0,1,3.03,4.139
114,115,88.39577484,0.0401,2.048,-0.6489,1.4773,0.8618,0.356,10.513544,1.491447687,1,0,1,3.186,3.472
115,116,104.5782166,-0.1024,2.048,-0.8635,0.8123,0.7921,-0.1641,10.530573,1.873447776,1,0,1,3.001,3.386
116,117,115.4229431,-0.0679,2.048,-1.1655,0.592,0.754,-0.8277,10.547602,2.177025557,1,0,1,3.558,3.726
117,118,114.3195343,0.1553,2.048,-1.2102,0.8152,0.7379,-0.3411,10.5646305,2.144239664,1,0,1,2.975,3.593
118,119,105.4231949,-0.0127,0.8141,-1.148,1.3801,0.7724,-1.2024,10.581659,1.895696878,1,0,1,3.751,4.333
119,120,97.19270325,0.0825,0.6071,-0.8472,1.1031,0.8538,-1.5634,10.615717,1.689408064,1,0,1,4.515,4.521
120,121,93.25567627,0.0005,0.7295,-0.5887,1.0837,0.9037,-1.3988,10.615717,1.598111987,1,0,1,3.341,3.605
121,122,93.90441895,-0.0408,0.3086,-0.3399,0.747,0.9618,-1.4231,10.632746,1.612837672,1,0,1,3.014,3.543
122,123,97.54524994,-0.051,-0.5333,-0.0282,0.6233,1.0419,-1.3517,10.649775,1.697799921,1,0,1,3.219,3.42
123,124,101.1686707,-0.049,-1.2969,1.2613,1.0977,1.1557,0.5389,10.649775,1.78636241,1,0,1,3.167,3.689
124,125,102.8506317,-0.0077,-1.6354,1.4505,0.7972,1.2058,0.7694,10.649775,1.828885794,1,0,1,3.011,3.553
125,126,102.269043,-0.0258,-2.048,1.5111,0.6247,1.2014,1.7288,10.649775,1.814085364,1,0,1,3.122,3.386
126,127,100.5148697,-0.1142,-2.048,1.6383,0.5772,1.1899,1.7929,10.649775,1.770091176,1,0,1,2.96,3.306
127,128,98.91418457,-0.1173,-1.9342,1.635,0.3897,1.1667,1.623,10.649775,1.730793238,1,0,1,3.012,3.586
128,129,98.1651535,-0.0381,-0.3341,0.873,1.0907,1.1114,1.8439,10.649775,1.712676167,1,0,1,3.228,3.386
129,130,98.28329468,-0.0794,0.1487,0.5456,1.2516,1.0232,1.5685,10.649775,1.71552074,1,0,1,3.018,3.319
130,131,93.85562134,-0.1538,0.0957,0.084,0.9326,0.9484,-0.0572,10.649775,1.611739039,1,0,1,3.413,3.606
131,132,91.60474396,0.0307,0.19,-0.1662,1.0191,0.9382,0.2817,10.649775,1.56116724,1,0,1,3.015,3.529
132,133,97.84552765,-0.1,0.8841,-0.5204,1.0746,0.8902,0.5581,10.649775,1.704986572,1,0,1,3.014,3.424
133,134,103.0456162,0.093,2.048,-1.3249,0.9141,0.758,-0.4991,10.649775,1.833871245,1,0,1,3.029,3.283
134,135,104.5818176,-0.0431,2.048,-1.4799,1.064,0.6771,-1.3559,10.649775,1.873611331,1,0,1,2.715,3.306
135,136,75.90888214,-0.0471,2.048,-1.4926,0.6414,0.6925,-1.6417,10.649775,1.245416045,1,0,1,3.275,3.309
136,137,37.7080574,0.0676,2.048,-1.3471,0.5689,0.7386,-0.9794,10.649775,0.680899978,1,0,1,3.011,3.331
137,138,31.09704971,0.0187,2.048,-1.2512,0.8088,0.7909,-1.3214,10.649775,0.594935954,1,0,1,3.01,3.525
138,139,50.19649887,-0.107,0.7548,0.0796,1.1788,1.0578,-1.0398,10.649775,0.842925131,1,0,1,3.016,3.389
139,140,88.92170715,0.0069,-0.0622,0.4435,0.6831,1.1193,-1.2398,10.649775,1.502646446,1,0,1,3.333,3.403
140,141,146.9388733,-0.0664,-0.7267,0.7208,0.9731,1.1198,-0.8787,10.649775,3.32657218,1,0,1,3.021,3.377
141,142,163.8842773,-0.063,-0.3497,1.0007,1.4869,1.143,-0.0804,10.649775,4.137129307,1,0,1,3.012,3.403
142,143,123.2518463,-0.0669,-1.0699,1.2479,1.0455,1.1334,0.1196,10.649775,2.423368931,1,0,1,3.015,3.343
143,144,88.71578217,-0.0185,-2.048,1.5645,1.1598,1.1774,1.3937,10.649775,1.498393893,1,0,1,3.009,3.345
144,145,74.54205322,-0.1979,-2.048,1.5446,0.5172,1.1625,1.9506,10.649775,1.220612645,1,0,1,3.278,3.571
145,146,75.15219116,0.0127,-1.6029,0.5875,0.8745,1.0551,1.9534,10.649775,1.231615186,1,0,1,3.013,3.46
146,147,86.28127289,-0.0974,-1.5192,0.2264,1.2078,0.9635,0.1484,10.649775,1.44713819,1,0,1,2.988,3.535
147,148,102.4382095,-0.0973,-1.6518,-0.2863,0.6884,0.9221,1.3393,10.649775,1.818357348,1,0,1,3.003,3.438
148,149,113.1923828,0.03,0.1093,-0.6683,1.2296,0.8513,0.3792,10.649775,2.11119628,1,0,1,3.17,3.44
149,150,112.3066177,-0.0403,0.7809,-0.9314,1.2276,0.7974,-0.1594,10.649775,2.085566759,1,0,1,3.326,3.484
150,151,103.5450287,-0.0447,0.9968,-1.1334,1.1132,0.7645,0.1998,10.649775,1.846723795,1,0,1,3.03,3.431
151,152,95.35586548,0.0988,1.3376,-1.32,1.2428,0.7384,0.2499,10.649775,1.646259785,1,0,1,3.264,3.492
152,153,91.64948273,-0.0411,1.6236,-1.4771,0.9872,0.7306,-0.799,10.649775,1.562168956,1,0,1,3.053,3.467
153,154,92.52513123,0.0363,2.048,-1.1372,0.9565,0.7826,-0.7746,10.649775,1.58167088,1,0,1,1.606,3.28
154,155,96.26057434,0.0514,2.048,-0.8871,0.9309,0.8448,-1.5097,10.649775,1.667374015,1,0,1,3.354,3.175
155,156,100.0746994,0.0172,2.048,-0.6329,0.7439,0.9189,-1.7921,10.649775,1.759194732,1,0,1,3.097,3.613
156,157,101.813797,-0.0536,1.4815,-0.3223,1.0929,0.958,-1.5404,10.649775,1.802569509,1,0,1,3.049,3.486
157,158,101.2051468,-0.1048,1.0965,-0.0346,0.7799,0.9965,-1.6077,10.649775,1.787285209,1,0,1,3.048,3.347
158,159,99.38730621,-0.0376,-0.3308,1.303,0.8627,1.187,-0.6168,10.649775,1.742324591,1,0,1,3.219,3.416
159,160,97.71196747,-0.0436,-0.8012,1.4421,1.3479,1.2067,0.1673,10.649775,1.701798677,1,0,1,3.025,3.326
160,161,97.0266571,-0.0789,-1.3957,1.5976,1.037,1.2032,1.1062,10.649775,1.685467482,1,0,1,3.371,4.007
161,162,92.26681519,-0.0119,-1.582,1.6631,0.8398,1.2125,0.6793,10.649775,1.575898647,1,0,1,3.737,4.389
162,163,90.13396454,0.0189,-1.5125,1.6377,0.7612,1.1831,1.0113,10.649775,1.528897405,1,0,1,4.558,4.834
163,164,96.85597992,-0.0303,-2.048,0.7833,1.421,1.1416,1.8974,10.649775,1.681410432,1,0,1,3.576,4.076
164,165,102.45858,0.0092,-1.8946,0.5462,0.9849,1.0362,2.0131,10.649775,1.818888307,1,0,1,3.399,3.648
165,166,104.3059921,-0.091,-1.0019,0.2128,0.7012,0.9482,1.6702,10.649775,1.866417289,1,0,1,3.352,3.577
166,167,102.3628693,0.0524,-0.6604,-0.1803,0.6305,0.9175,1.4381,10.649775,1.816468596,1,0,1,3.32,3.687
167,168,72.88562012,-0.1014,-0.9311,-0.4925,0.8421,0.9542,1.522,10.649775,1.191045165,1,0,1,3.025,3.53
168,169,36.06998825,0.0919,0.7304,-1.2356,1.2829,0.7208,0.5661,10.649775,0.659693658,1,0,1,3.052,3.261
169,170,29.9905262,-0.0125,0.7566,-1.3794,1.0597,0.7502,0.5764,10.649775,0.580355525,1,0,1,3.048,3.574
170,171,49.38951874,-0.0239,1.6154,-1.4314,0.908,0.6947,-1.0631,10.649775,0.832168877,1,0,1,3.041,3.455
171,172,89.54329681,-0.0734,1.663,-1.4058,0.8037,0.7288,-0.7754,10.649775,1.515996099,1,0,1,3.207,3.443
172,173,149.3783417,0.0604,1.5272,-1.2023,0.6935,0.7986,-0.415,10.649775,3.434162617,1,0,1,3.21,3.552
173,174,164.2431641,-0.1238,2.0112,-0.0936,1.0144,0.9668,-1.8606,10.649775,4.155959129,1,0,1,3.061,3.472
174,175,121.1064301,0.0667,2.048,0.3281,0.906,1.0958,-1.6064,10.649775,2.353504896,1,0,1,3.068,3.357
175,176,86.76649475,-0.0336,1.9696,0.7003,1.1277,1.1113,-1.8173,10.649775,1.457278371,1,0,1,3.204,3.422
176,177,73.42815399,-0.0551,1.5694,0.9053,0.6644,1.1318,-1.2411,10.649775,1.200674653,1,0,1,3.09,3.419
177,178,74.87630463,-0.0711,0.4711,1.1211,0.7305,1.1464,-0.951,10.649775,1.226619005,1,0,1,3.05,3.528
178,179,86.87412262,-0.0461,-0.7586,1.6119,1.1708,1.1837,0.3598,10.649775,1.459458828,1,0,1,3.319,3.396
179,180,103.5123978,-0.1389,-1.1079,1.5939,0.9133,1.1886,1.132,10.649775,1.845837951,1,0,1,3.16,3.551
180,181,113.7962189,-0.0492,-1.9499,1.5147,1.0335,1.1898,1.5684,10.649775,2.128846645,1,0,1,3.152,3.496
181,182,111.9137726,-0.0927,-1.7218,1.2165,0.7047,1.1511,1.7281,10.649775,2.074283123,1,0,1,3.149,3.664
182,183,102.6461182,-0.1594,-0.4971,0.9844,0.3103,1.1634,1.7934,10.664001,1.823683023,1,0,1,3.251,3.537
183,184,94.53359222,-0.1186,-1.0086,-0.4696,1.1507,0.9651,1.919,10.678228,1.627261281,1,0,1,3.256,3.828
184,185,91.29064178,-0.0163,-1.1839,-0.6883,0.7987,0.8413,1.05,10.678228,1.554235101,1,0,1,3.604,4.176
185,186,92.6791153,-0.0681,-1.133,-0.8955,0.6814,0.8046,1.197,10.692402,1.585122943,1,0,1,3.908,4.724
186,187,96.70664978,-0.0676,-0.8854,-1.1905,0.8214,0.7736,1.0997,10.706629,1.677883148,1,0,1,4.202,4.355
187,188,100.4592209,0.1502,0.0532,-1.2367,1.6649,0.7237,0.9565,10.720856,1.76870203,1,0,1,3.768,4.26
188,189,101.8443909,0.0156,1.3125,-0.3508,0.6416,0.961,-0.6619,10.735029,1.803341389,1,0,1,3.459,3.998
189,190,101.0656433,-0.0841,1.389,-0.0888,1.0487,0.9792,-1.209,10.749256,1.78379786,1,0,1,3.897,3.674
190,191,99.00736237,-0.0983,1.6825,0.1737,0.7856,1.0055,-1.942,10.777655,1.733057976,1,0,1,3.003,3.686
191,192,97.40660858,-0.0789,2.048,0.4338,1.0125,1.1365,-1.104,10.791883,1.694504857,1,0,1,3.179,3.769
192,193,91.67856598,-0.036,2.048,1.1015,0.8752,1.1622,-0.601,10.791883,1.562811971,1,0,1,3.271,3.605
193,194,89.16751862,-0.0274,1.8861,1.6416,0.8035,1.2247,-0.1753,10.806055,1.508019209,1,0,1,3.322,3.992
194,195,96.18755341,0.0082,1.6911,1.6416,1.1916,1.2245,-0.374,10.820282,1.665653229,1,0,1,3.331,3.759
195,196,102.4889984,-0.0149,0.9185,1.5871,1.1952,1.1828,-0.3657,10.8344555,1.819660783,1,0,1,3.591,4.062
196,197,104.6116714,-0.1052,0.9611,1.5143,1.3055,1.205,0.1048,10.848682,1.874388218,1,0,1,3.728,3.533
197,198,102.5536118,-0.1297,0.225,1.3789,1.2408,1.1419,1.0439,10.862854,1.821317792,1,0,1,3.093,4.072
198,199,98.96027374,-0.1091,-1.8668,0.1994,0.89,0.9289,1.5906,10.877081,1.731914878,1,0,1,3.531,3.915
199,200,70.81678009,0.0077,-1.38,-0.0793,1.0066,0.8904,1.621,10.905481,1.154856682,1,0,1,3.483,3.595
200,201,35.49565125,-0.06,-1.163,-0.4086,0.9161,0.939,1.8303,10.905481,0.652249336,1,0,1,3.357,3.661
201,202,29.95255089,0.0209,-2.0423,-0.6264,0.9312,0.9103,1.2943,10.919653,0.579852462,1,0,1,3.33,3.583
202,203,50.13921356,0.2142,-1.864,-0.9494,0.834,0.8596,1.4732,10.933882,0.842158854,1,0,1,3.267,3.59
203,204,91.69561005,0.0111,-1.0587,-1.4187,1.0435,0.7304,1.6,10.948109,1.563069105,1,0,1,3.039,3.516
204,205,151.6959686,0.0156,-0.3393,-1.397,1.4224,0.7442,1.3842,10.96228,3.539111614,1,0,1,3.939,4.498
205,206,163.1669922,0.0823,-0.3644,-1.2625,1.1394,0.759,0.2022,10.976507,4.099725723,1,0,1,4.378,4.414
206,207,118.9676971,0.0155,-0.0981,-1.037,1.138,0.8197,0.1685,10.990681,2.285665989,1,0,1,3.455,3.638
207,208,85.80366516,0.0201,0.1654,-0.7935,0.838,0.8709,0.1648,11.019079,1.437337518,1,0,1,3.398,3.709
208,209,73.26009369,-0.0243,2.048,0.5182,1.1673,1.1192,-1.2305,11.019079,1.19768703,1,0,1,3.057,3.809
209,210,75.32888031,0,2.048,0.9112,0.9234,1.1597,-1.578,11.033308,1.234818101,1,0,1,3.43,3.639
