Time,Time,Water Flow Rate,Pump - 1 X Axis, Pump 1 Y-axis,Pump - 2 X Axis,Pump - 2 Y Axis,Pump - 3 X Axis, Pump - 3 Y Axis,OA_TEMP,Power Consumption,Pump - 1 Status,Pump - 2 Status,Pump - 3 Status,avg_outflow,avg_inflow
1564,1565,89.56816864,0.1002,-1.9085,0.7089,0.9027,1.1447,1.5124,13.10478,1.516601324,1,0,1,4.072,5.194
1565,1566,77.24646759,-0.0049,-1.7932,1.0178,0.474,1.1489,1.9132,13.079071,1.269988537,1,0,1,4.072,5.194
1566,1567,66.73400879,-0.0528,-1.3892,1.2372,1.3761,1.1611,2.048,13.0533085,1.08607626,1,0,1,4.072,5.194
1567,1568,62.85287857,-0.0736,-1.0554,1.4801,0.8903,1.1794,1.9848,13.027546,1.0243541,1,0,1,4.072,5.194
1568,1569,68.74625397,0.0086,0.3056,1.5394,1.0193,1.1685,1.4831,13.027546,1.119481325,1,0,1,4.072,5.194
1569,1570,87.85902405,-0.1106,0.7734,1.3324,0.7833,1.1584,1.2123,12.9759655,1.480169773,1,0,1,4.072,5.194
1570,1571,121.6904678,-0.1736,1.3132,1.1499,0.802,1.1653,1.3411,12.950148,2.372288466,1,0,1,4.072,5.194
1571,1572,145.137146,-0.0919,1.7442,0.851,0.7016,1.0799,0.3548,12.92433,3.249004602,1,0,1,4.072,5.194
1572,1573,116.142128,-0.0303,1.9261,0.5636,0.8017,1.0435,-0.407,12.898512,2.19857049,1,0,1,4.072,5.194
1573,1574,69.52677917,-0.0703,2.048,-0.5505,1.1173,0.8713,-1.1013,12.872639,1.132589102,1,0,1,4.072,5.194
1574,1575,42.14301682,-0.065,2.048,-0.8297,0.8728,0.7825,-1.1901,12.8467655,0.737927854,1,0,1,4.072,5.194
1575,1576,28.83262444,0.0063,1.537,-1.0801,0.8591,0.7879,-1.942,12.820892,0.564977288,1,0,1,4.072,5.194
1576,1577,35.65034485,0.0358,1.4115,-1.2382,0.9894,0.7422,-1.8929,12.820892,0.654244304,1,0,1,4.072,5.194
1577,1578,67.58023834,-0.0483,1.2522,-1.4346,1.114,0.7225,-1.2914,12.769093,1.100029469,1,0,1,4.072,5.194
1578,1579,90.56350708,0.0769,-0.5489,-1.0748,0.6938,0.8064,-0.1937,12.743164,1.538246036,1,0,1,4.072,5.194
1579,1580,91.44561768,0.1834,-1.0606,-0.7718,0.7272,0.934,-0.4118,12.726027,1.557631493,1,0,1,4.072,5.194
1580,1581,91.47384644,-0.0629,-1.4541,-0.5326,1.0327,0.9052,1.2494,12.708832,1.558254719,1,0,1,4.072,5.194
1581,1582,90.4197998,-0.0352,-2.048,-0.2685,0.7786,0.959,2.048,12.691694,1.535107613,1,0,1,4.072,5.194
1582,1583,88.71057129,-0.1291,-1.7974,0.0223,0.7528,1.0087,1.577,12.674555,1.498223662,1,0,1,4.072,5.194
1583,1584,87.93232727,-0.066,-1.6056,1.238,0.9448,1.1484,1.8778,12.657415,1.481694222,1,0,1,4.072,5.194
1584,1585,88.95848084,-0.0624,-1.5291,1.4662,0.7163,1.1738,2.048,12.657415,1.503533006,1,0,1,4.072,5.194
1585,1586,92.33800507,-0.0258,-0.7866,1.5412,1.3415,1.1974,1.4682,12.623083,1.577478051,1,0,1,4.072,5.194
1586,1587,97.34336853,-0.09,-0.6577,1.5229,1.421,1.185,1.2881,12.605946,1.692986846,1,0,1,4.072,5.194
1587,1588,101.0493698,-0.1196,-0.453,1.5884,1.2056,1.1842,1.5759,12.588751,1.783375025,1,0,1,4.072,5.194
1588,1589,99.92967987,-0.1042,1.2426,0.9355,1.1208,1.14,0.0228,12.571613,1.755605578,1,0,1,4.072,5.194
1589,1590,93.09267426,-0.063,1.6765,0.6303,0.8455,1.0473,-0.0195,12.554474,1.594409227,1,0,1,4.072,5.194
1590,1591,84.07236481,0.0618,2.048,0.2831,1.1415,0.9802,0.2525,12.537281,1.402020574,1,0,1,4.072,5.194
1591,1592,83.58665466,-0.0102,2.048,-0.009,1.1514,0.9442,-0.456,12.520142,1.392275095,1,0,1,4.072,5.194
1592,1593,87.58547211,-0.0759,2.048,-0.2544,0.9232,0.9556,-0.8997,12.520142,1.474388957,1,0,1,4.072,5.194
1593,1594,90.95348358,-0.0965,1.6229,-1.3309,1.348,0.706,-1.7069,12.485809,1.546814799,1,0,1,4.072,5.194
1594,1595,98.73815155,-0.0654,1.5654,-1.4274,1.2573,0.7488,-1.4196,12.468672,1.72652185,1,0,1,4.072,5.194
1595,1596,107.9266663,0.0493,1.4554,-1.3599,1.4867,0.7095,-1.2546,12.451532,1.96285224,1,0,1,4.072,5.194
1596,1597,110.7284927,-0.0422,0.5749,-1.3813,0.7691,0.7451,-1.1974,12.43434,2.040548801,1,0,1,4.072,5.194
1597,1598,102.0004501,0.151,-0.3797,-1.2936,0.7532,0.7918,-1.0697,12.4172,1.807265043,1,0,1,4.072,5.194
1598,1599,86.40575409,0.016,-1.3969,-0.2928,0.7955,0.9598,0.5272,12.400061,1.449713945,1,0,1,4.072,5.194
1599,1600,74.44789886,-0.0669,-1.6513,0.0285,0.9505,1.0043,0.4739,12.382868,1.218891859,1,0,1,4.072,5.194
1600,1601,72.36675262,-0.1085,-1.4926,0.283,1.0407,1.044,0.7148,12.382868,1.18189764,1,0,1,4.072,5.194
1601,1602,84.22238922,-0.0768,-0.7595,0.5279,0.6363,1.0885,1.1576,12.365728,1.405100822,1,0,1,4.072,5.194
1602,1603,115.9122086,-0.0637,-0.4032,0.8102,1.3031,1.1003,1.3491,12.331396,2.191824436,1,0,1,4.072,5.194
1603,1604,159.7422943,-0.0982,-0.9839,1.6013,0.9788,1.1699,2.048,12.314203,3.925028086,1,0,1,4.072,5.194
1604,1605,152.7161865,-0.0004,-1.0719,1.5852,1.0877,1.1916,1.8984,12.297064,3.586173058,1,0,1,4.072,5.194
1605,1606,94.71022034,-0.1535,-0.4103,1.5872,0.9767,1.1616,1.5539,12.279926,1.631197572,1,0,1,4.072,5.194
1606,1607,51.98319244,-0.0495,0.471,1.4535,1.2296,1.1423,1.6621,12.262732,0.867016077,1,0,1,4.072,5.194
1607,1608,30.93208504,-0.0308,0.315,1.185,1.0702,1.1853,1.3002,12.245594,0.592767239,1,0,1,4.072,5.194
1608,1609,36.57634354,0.0258,2.0135,0.2303,1.1615,0.9641,-0.044,12.245594,0.666247964,1,0,1,4.072,5.194
1609,1610,72.66069794,-0.179,2.048,-0.2011,0.8292,0.9429,-0.6779,12.211262,1.187083244,1,0,1,4.072,5.194
1610,1611,99.68872833,0.0636,2.048,-0.528,0.9438,0.8849,-1.0374,12.194067,1.749710441,1,0,1,4.072,5.194
1611,1612,100.3972549,-0.0504,2.048,-0.8164,0.9141,0.8139,-1.4683,12.176929,1.767178059,1,0,1,4.072,5.194
1612,1613,100.5864639,-0.158,2.048,-1.0078,1.3537,0.7955,-1.5523,12.15979,1.771868467,1,0,1,4.072,5.194
1613,1614,99.7232132,0.0578,0.9766,-1.3816,0.924,0.7318,-1.3858,12.142597,1.750555038,1,0,1,4.072,5.194
1614,1615,98.3009491,0.0049,0.6849,-1.4103,1.1339,0.7329,-1.0514,12.125458,1.715949059,1,0,1,4.072,5.194
1615,1616,97.7204895,-0.0198,-0.0353,-1.2486,0.8189,0.7455,-0.9938,12.108265,1.702007294,1,0,1,4.072,5.194
1616,1617,98.97118378,0.0671,-0.3453,-1.1189,0.6853,0.7609,-0.55,12.108265,1.732184649,1,0,1,4.072,5.194
1617,1618,102.057785,0.1161,-0.4407,-0.8216,0.6678,0.8545,0.0126,12.0911255,1.808744431,1,0,1,4.072,5.194
1618,1619,105.6250076,-0.0535,-0.4181,0.4041,0.4093,1.0666,1.2802,12.056793,1.901046157,1,0,1,4.072,5.194
1619,1620,106.485199,0.0475,-1.2138,0.6751,0.8931,1.1263,1.4286,12.0396,1.923929334,1,0,1,4.072,5.194
1620,1621,102.487175,-0.0687,-2.048,1.0047,0.8733,1.1385,1.6802,12.022406,1.819618464,1,0,1,4.072,5.194
1621,1622,94.90435791,-0.066,-2.048,1.2159,0.7966,1.1446,2.048,12.005268,1.635784388,1,0,1,4.072,5.194
1622,1623,94.67250061,-0.04,-1.0325,1.4448,0.9627,1.1879,2.048,11.988129,1.630447507,1,0,1,4.072,5.194
1623,1624,95.7416687,0.0076,-0.1488,1.5206,1.0431,1.1815,0.7096,11.970936,1.655229211,1,0,1,4.072,5.194
1624,1625,92.97084808,-0.1427,-0.4569,1.4806,0.7541,1.1426,0.9073,11.953741,1.59169364,1,0,1,4.072,5.194
1625,1626,94.51172638,-0.1276,0.8256,1.34,1.009,1.1465,-0.5022,11.953741,1.62676239,1,0,1,4.072,5.194
1626,1627,101.3584061,-0.0413,1.2097,0.9952,1.4718,1.1011,-0.2886,11.919409,1.791141033,1,0,1,4.072,5.194
1627,1628,111.3670959,-0.1114,1.4957,0.7502,1.1347,1.1042,-1.4336,11.902271,2.058682442,1,0,1,4.072,5.194
1628,1629,116.6695786,0.0582,2.048,-0.3922,1.012,0.9151,-1.2914,11.8850765,2.21469903,1,0,1,4.072,5.194
1629,1630,109.2741852,-0.0684,2.048,-0.765,1.018,0.843,-0.9058,11.867939,1.999875665,1,0,1,4.072,5.194
1630,1631,92.87910461,0.0521,2.048,-1.0815,1.0089,0.895,-1.6146,11.850744,1.589597464,1,0,1,4.072,5.194
1631,1632,78.65877533,-0.1406,2.048,-1.2065,0.6375,0.7419,-1.4383,11.833551,1.296469688,1,0,1,4.072,5.194
1632,1633,74.32974243,0.0769,1.9138,-1.3071,1.304,0.7349,-1.2012,11.833551,1.216794968,1,0,1,4.072,5.194
1633,1634,84.47897339,-0.0487,0.6807,-1.2322,0.6919,0.7424,0.2402,11.799219,1.410292387,1,0,1,4.072,5.194
1634,1635,115.3180313,0.0658,-0.8552,-1.09,0.4396,0.8156,0.2131,11.78208,2.173996687,1,0,1,4.072,5.194
1635,1636,161.8845062,0.1101,0.1544,-0.7801,0.914,0.8885,0.0897,11.764887,4.033567429,1,0,1,4.072,5.194
1636,1637,159.4339447,-0.0425,-0.6507,-0.5065,0.8415,0.8964,0.9088,11.747694,3.909502268,1,0,1,4.072,5.194
1637,1638,99.49042511,0.0317,-1.1929,-0.1562,1.0432,0.9851,0.8722,11.730555,1.744725943,1,0,1,4.072,5.194
1638,1639,54.18681717,-0.0207,-1.801,0.9753,0.8984,1.1661,2.048,11.713362,0.897312284,1,0,1,4.072,5.194
1639,1640,31.61959267,-0.0575,-1.8068,1.1523,1.1716,1.1666,1.7946,11.709845,0.601789832,1,0,1,4.072,5.194
1640,1641,37.07942581,-0.0879,-1.7389,1.3339,1.0722,1.1793,2.048,11.709845,0.67276305,1,0,1,4.072,5.194
1641,1642,73.88887787,0.011,-1.7684,1.5908,1.0084,1.2091,2.048,11.702814,1.208897352,1,0,1,4.072,5.194
1642,1643,100.9057541,-0.0661,-1.5477,1.5448,0.8989,1.1815,1.9093,11.699244,1.779811502,1,0,1,4.072,5.194
1643,1644,100.4054108,-0.1175,-0.4855,1.358,1.0788,1.1433,0.3685,11.695728,1.767378926,1,0,1,4.072,5.194
1644,1645,99.54484558,-0.0843,-0.2194,0.9986,0.5419,1.1138,-1.3462,11.692213,1.74618125,1,0,1,4.072,5.194
1645,1646,98.802742,-0.103,0.9312,0.767,1.3894,1.1158,-1.4576,11.688696,1.72808826,1,0,1,4.072,5.194
1646,1647,98.79934692,-0.0935,1.306,0.4707,0.9937,1.0533,-1.5133,11.685181,1.728007436,1,0,1,4.072,5.194
1647,1648,99.92958069,0.0085,1.2632,-0.0031,0.8634,0.955,-1.467,11.681665,1.755633473,1,0,1,4.072,5.194
1648,1649,102.1003723,-0.0546,2.048,-0.9023,1.1424,0.782,-1.4135,11.681665,1.809819102,1,0,1,4.072,5.194
1649,1650,104.0974731,-0.1654,2.048,-1.1599,1.1118,0.7668,-1.1512,11.67458,1.86100471,1,0,1,4.072,5.194
1650,1651,103.9068375,0.076,2.048,-1.3046,1.618,0.7506,-0.518,11.671064,1.856057167,1,0,1,4.072,5.194
1651,1652,100.5546722,0.1174,1.8578,-1.3588,0.8683,0.7319,-0.3622,11.667547,1.771070957,1,0,1,4.072,5.194
1652,1653,95.16326141,-0.0276,1.4534,-1.3997,0.8042,0.6912,0.0626,11.664032,1.641775846,1,0,1,4.072,5.194
1653,1654,97.3060379,-0.0434,-0.0476,-0.54,0.8953,0.8953,0.2757,11.660517,1.692111254,1,0,1,4.072,5.194
1654,1655,99.63613892,-0.0153,-0.9496,-0.2402,1.2502,1.0357,0.7472,11.656946,1.74841249,1,0,1,4.072,5.194
1655,1656,95.32418823,-0.0506,-0.3957,0.3026,1.2166,1.0777,0.9995,11.653431,1.645510912,1,0,1,4.072,5.194
1656,1657,92.87426758,0.0315,-1.3367,0.6794,0.8656,1.1302,1.7355,11.653431,1.58951807,1,0,1,4.072,5.194
1657,1658,94.67233276,-0.0215,-1.2576,0.944,1.1175,1.1664,2.0172,11.646399,1.630455017,1,0,1,4.072,5.194
1658,1659,101.5201187,-0.0044,-0.2955,1.5418,1.0083,1.2193,2.048,11.642883,1.795197487,1,0,1,4.072,5.194
1659,1660,111.1244812,-0.0629,-2.048,1.55,1.4751,1.1746,2.048,11.639313,2.051785946,1,0,1,4.072,5.194
1660,1661,115.7091446,-0.1178,-1.4529,1.6736,0.9836,1.1639,1.8877,11.6357975,2.185661316,1,0,1,4.072,5.194
1661,1662,108.1765518,-0.1141,-0.8423,1.4279,0.7067,1.1426,1.8019,11.632282,1.969645977,1,0,1,4.072,5.194
1662,1663,91.7631073,-0.0381,-1.574,1.2608,0.3824,1.1525,1.2432,11.628767,1.564657688,1,0,1,4.072,5.194
1663,1664,77.91458893,-0.0099,0.3464,0.4212,1.2953,0.9852,-0.4652,11.62525,1.282484412,1,0,1,4.072,5.194
1664,1665,74.0921402,-0.0177,0.5663,-0.0524,1.6204,0.9599,-1.0671,11.62525,1.21252811,1,0,1,4.072,5.194
1665,1666,84.53160858,-0.1422,0.9872,-0.2922,0.8758,0.9468,-1.0176,11.621679,1.411356926,1,0,1,4.072,5.194
1666,1667,115.554306,0.0542,2.0341,-0.8197,1.1559,0.8491,-0.9519,11.614649,2.181070328,1,0,1,4.072,5.194
1667,1668,161.203125,0.0629,2.048,-0.9745,0.9184,0.7972,-1.0886,11.611134,3.998770714,1,0,1,4.072,5.194
1668,1669,157.2544861,0.0256,2.048,-1.3995,0.9767,0.7331,-1.3184,11.607618,3.801996946,1,0,1,4.072,5.194
1669,1670,98.16738892,0.0444,2.048,-1.3903,1.1827,0.8008,-0.9321,11.604048,1.712608695,1,0,1,4.072,5.194
1670,1671,53.88451767,-0.0674,1.9008,-1.2573,0.9946,0.7445,0.0557,11.600531,0.893113971,1,0,1,4.072,5.194
1671,1672,31.68326759,0.0967,1.3121,-0.8862,0.7337,0.853,0.0655,11.597015,0.602622926,1,0,1,4.072,5.194
1672,1673,37.11584473,-0.0359,0.5672,-0.6741,0.971,0.8974,1.7047,11.597015,0.673232913,1,0,1,4.072,5.194
1673,1674,73.31269836,-0.0423,-0.6643,0.3055,0.9507,1.0847,1.8219,11.58993,1.198625445,1,0,1,4.072,5.194
1674,1675,99.33889771,0.0409,-0.4608,0.6696,0.7857,1.1499,1.7991,11.586414,1.741140604,1,0,1,4.072,5.194
1675,1676,98.55166626,-0.1041,-0.7514,1.0118,0.6595,1.15,2.048,11.582899,1.722002268,1,0,1,4.072,5.194
1676,1677,98.12417603,-0.0634,-1.214,1.4088,0.7447,1.1866,2.048,11.579382,1.711690903,1,0,1,4.072,5.194
1677,1678,98.60801697,0.0067,-1.0968,1.5589,0.8435,1.1947,2.0362,11.575811,1.723368764,1,0,1,4.072,5.194
1678,1679,100.1652756,-0.1621,-1.876,1.5738,1.1062,1.1677,1.7294,11.572296,1.761442304,1,0,1,4.072,5.194
1679,1680,102.2427979,-0.1588,-1.151,1.4457,0.8469,1.1637,1.2837,11.568781,1.813423395,1,0,1,4.072,5.194
1680,1681,103.0621185,-0.0827,-1.3685,1.1755,0.4712,1.185,1.0499,11.568781,1.834300518,1,0,1,4.072,5.194
1681,1682,101.7605209,-0.142,-1.9079,0.759,0.552,1.0687,0.8316,11.565266,1.801224709,1,0,1,4.072,5.194
1682,1683,97.95291901,-0.0368,-1.2544,0.4291,0.7045,0.9889,0.3935,11.55818,1.707565665,1,0,1,4.072,5.194
1683,1684,93.22090912,-0.0689,0.3888,-0.4891,0.9855,0.8804,-0.7724,11.554663,1.597327709,1,0,1,4.072,5.194
1684,1685,97.17255402,-0.0586,1.2585,-0.8388,1.1964,0.7866,-0.898,11.551147,1.688937306,1,0,1,4.072,5.194
1685,1686,101.7256165,-0.0947,0.5853,-0.971,1.0568,0.7917,-1.5055,11.547577,1.800347209,1,0,1,4.072,5.194
1686,1687,98.59597015,-0.1048,2.048,-1.2665,1.1377,0.7582,-1.8024,11.544062,1.723067641,1,0,1,4.072,5.194
1687,1688,94.46273804,-0.0128,2.048,-1.4378,1.1679,0.707,-1.7923,11.540546,1.625619054,1,0,1,4.072,5.194
1688,1689,92.1516037,0.0275,2.048,-1.2328,1.1389,0.7647,-1.0175,11.540546,1.573328614,1,0,1,4.072,5.194
1689,1690,94.31075287,0.0506,2.048,-0.9755,0.7446,0.8167,-0.7239,11.537031,1.62214756,1,0,1,4.072,5.194
1690,1691,101.427742,-0.059,1.5887,-0.6678,1.0686,0.8756,-0.3441,11.529943,1.792876005,1,0,1,4.072,5.194
1691,1692,110.7882996,0.0705,1.4069,-0.1142,0.7554,1.0447,-0.1198,11.526428,2.042265177,1,0,1,4.072,5.194
1692,1693,114.6061935,0.0186,1.1438,0.2558,1.1354,1.0312,0.1009,11.522913,2.152738571,1,0,1,4.072,5.194
1693,1694,106.6508865,-0.0445,-0.0018,1.1397,1.3304,1.1399,2.048,11.519342,1.928354025,1,0,1,4.072,5.194
1694,1695,90.58666229,-0.0783,-0.5808,1.3919,0.6418,1.1736,2.048,11.515827,1.538746715,1,0,1,4.072,5.194
1695,1696,77.40648651,0.0342,-1.256,1.553,1.1038,1.1737,1.8493,11.512312,1.273005128,1,0,1,4.072,5.194
1696,1697,74.20713806,-0.0255,-1.0461,1.6061,1.0904,1.1594,1.7342,11.512312,1.214588881,1,0,1,4.072,5.194
1697,1698,85.05731201,-0.1569,-1.5496,1.5799,0.9759,1.1492,2.048,11.505224,1.422042489,1,0,1,4.072,5.194
1698,1699,115.9185715,-0.037,-1.6446,0.5801,0.9536,1.0837,0.7261,11.501709,2.19201684,1,0,1,4.072,5.194
1699,1700,159.5589752,-0.0377,-1.9715,-0.0155,0.7422,0.9263,0.3242,11.501709,3.915859461,1,0,1,4.072,5.194
1700,1701,154.0383911,-0.0869,-1.5659,-0.3941,0.7654,0.917,-0.2446,11.501709,3.647948265,1,0,1,4.072,5.194
1701,1702,96.68682861,-0.0761,-1.0845,-0.706,0.7738,0.8399,-0.0365,11.501709,1.677303672,1,0,1,4.072,5.194
1702,1703,53.3948555,0.0318,-0.4724,-0.8098,1.2564,0.8243,-0.2881,11.501709,0.886342824,1,0,1,4.072,5.194
1703,1704,31.59482765,-0.032,0.7359,-1.3179,1.3503,0.726,-0.8677,11.501709,0.601463318,1,0,1,4.072,5.194
1704,1705,36.9319725,0.0981,0.8626,-1.3832,1.1228,0.6881,-1.4604,11.501709,0.670849442,1,0,1,4.072,5.194
1705,1706,72.27069092,0.0575,2.048,-1.2202,1.0637,0.7883,-1.0423,11.501709,1.180211663,1,0,1,4.072,5.194
1706,1707,97.39732361,0.0672,2.048,-0.9702,1.123,0.8162,-0.846,11.501709,1.69428122,1,0,1,4.072,5.194
1707,1708,97.04811096,-0.0096,2.048,-0.7704,1.0773,0.8621,-1.1278,11.501709,1.685977578,1,0,1,4.072,5.194
1708,1709,97.92681885,-0.1138,2.048,0.0316,0.6971,1.0319,-0.8289,11.501709,1.706948876,1,0,1,4.072,5.194
1709,1710,100.0165863,0.0591,1.8322,0.3463,0.7631,1.0795,-0.4398,11.501709,1.757772446,1,0,1,4.072,5.194
1710,1711,102.4437714,-0.1195,1.6351,0.7522,1.0173,1.0984,0.763,11.501709,1.818522453,1,0,1,4.072,5.194
1711,1712,103.0719681,-0.0503,1.6333,1.2721,1.4248,1.1564,0.9325,11.501709,1.834549069,1,0,1,4.072,5.194
1712,1713,100.5536499,-0.0264,0.9327,1.469,1.0609,1.2156,1.0035,11.501709,1.771041989,1,0,1,4.072,5.194
1713,1714,95.65704346,-0.1118,-1.0667,1.6494,0.9478,1.1576,1.7645,11.501709,1.653246284,1,0,1,4.072,5.194
1714,1715,90.70210266,-0.1548,-1.1033,1.5748,1.3197,1.1456,1.859,11.501709,1.541294932,1,0,1,4.072,5.194
1715,1716,95.45757294,-0.1133,-1.3736,1.3504,0.9549,1.1742,2.048,11.501709,1.648617387,1,0,1,4.072,5.194
1716,1717,101.8264618,-0.1084,-1.0574,0.9113,0.9336,1.1071,1.9947,11.501709,1.802890182,1,0,1,4.072,5.194
1717,1718,100.8522949,-0.0689,-1.2203,0.6737,0.8799,1.0768,0.8494,11.501709,1.77846992,1,0,1,4.072,5.194
1718,1719,97.60849762,-0.0921,-1.5516,-0.3417,0.6536,0.9073,-0.0801,11.501709,1.699315071,1,0,1,4.072,5.194
1719,1720,93.56339264,-0.1017,-1.072,-0.6687,1.0747,0.8613,0.2676,11.501709,1.605084062,1,0,1,4.072,5.194
1720,1721,91.60384369,-0.0942,-0.468,-1.2452,1.1033,0.7689,0.1738,11.501709,1.561155319,1,0,1,4.072,5.194
1721,1722,93.95855713,0.041,-0.2455,-1.2141,0.8175,0.6967,-0.4966,11.501709,1.614092112,1,0,1,4.072,5.194
1722,1723,101.1539764,-0.0566,0.3601,-1.3237,1.2639,0.73,-0.7217,11.501709,1.786015987,1,0,1,4.072,5.194
1723,1724,110.3865967,-0.0607,2.048,-1.3097,1.0574,0.7452,-1.6056,11.501709,2.03094244,1,0,1,4.072,5.194
1724,1725,113.8639679,0.0354,2.048,-0.9885,1.0031,0.8205,-1.323,11.501709,2.130841494,1,0,1,4.072,5.194
1725,1726,105.3205948,0.073,1.5594,-0.551,1.2495,0.9253,-1.4776,11.501709,1.892969728,1,0,1,4.072,5.194
1726,1727,89.1864624,0.01,1.1293,-0.3074,0.9835,0.9787,-1.648,11.501709,1.508405566,1,0,1,4.072,5.194
1727,1728,76.33728027,-0.1176,0.8256,-0.0441,1.2185,0.9939,-1.4066,11.501709,1.253238916,1,0,1,4.072,5.194
1728,1729,73.55126953,-0.0261,0.1517,0.9207,0.8897,1.142,-0.4503,11.501709,1.202863574,1,0,1,4.072,5.194
1729,1730,84.83964539,-0.048,-0.9857,1.1144,0.8087,1.1466,0.3596,11.501709,1.417608023,1,0,1,4.072,5.194
1730,1731,116.1252899,-0.0974,-0.6324,1.5396,0.8194,1.2008,0.6545,11.501709,2.198252201,1,0,1,4.072,5.194
1731,1732,159.5927124,-0.0287,-1.3407,1.5558,1.1963,1.1797,1.1532,11.501709,3.917542458,1,0,1,4.072,5.194
1732,1733,152.9200134,-0.0708,-2.0261,1.6671,0.7697,1.1827,1.9203,11.501709,3.595638752,1,0,1,4.072,5.194
1733,1734,95.47637939,-0.14,-0.9086,1.2965,0.7088,1.1908,2.048,11.501709,1.648928165,1,0,1,4.072,5.194
1734,1735,52.56789017,-0.0404,0.2355,1.0239,0.8017,1.133,2.048,11.501709,0.874983311,1,0,1,4.072,5.194
1735,1736,31.11048508,-0.0632,-2.048,0.6116,0.7847,1.0716,1.8094,11.501709,0.595109284,1,0,1,4.072,5.194
1736,1737,36.32571793,-0.009,-2.048,0.0257,0.8062,0.9422,2.048,11.501709,0.663000464,1,0,1,4.072,5.194
1737,1738,70.9567337,0.0139,-1.0443,-0.1883,1.1611,0.9676,1.4325,11.501709,1.157279253,1,0,1,4.072,5.194
1738,1739,96.24022675,-0.0586,-0.395,-1.0581,1.097,0.7361,0.7153,11.501709,1.666903019,1,0,1,4.072,5.194
1739,1740,97.3398056,-0.1414,0.0797,-1.1732,1.2752,0.7673,0.3915,11.501709,1.692913532,1,0,1,4.072,5.194
1740,1741,99.80405426,0.1553,0.0787,-1.3124,0.9998,0.7476,-0.4205,11.501709,1.752541065,1,0,1,4.072,5.194
1741,1742,102.6697922,0.1385,0.3891,-1.3459,1.2825,0.7922,0.0329,11.501709,1.824275017,1,0,1,4.072,5.194
1742,1743,103.5270844,-0.0039,1.1325,-0.4069,1.3123,0.929,-0.9396,11.501709,1.846242189,1,0,1,4.072,5.194
1743,1744,100.5667725,-0.046,2.048,-0.05,0.6601,0.9911,-1.3348,11.501709,1.771364808,1,0,1,4.072,5.194
1744,1745,94.72076416,-0.0856,2.048,0.6426,1.1114,1.1032,-1.5005,11.501709,1.631544948,1,0,1,4.072,5.194
1745,1746,88.98732758,0.0129,2.048,0.9287,0.8623,1.1536,-1.5937,11.501709,1.504156709,1,0,1,4.072,5.194
1746,1747,93.36725616,-0.0214,1.9467,1.1236,1.0254,1.1634,-1.5871,11.501709,1.600646615,1,0,1,4.072,5.194
1747,1748,100.5173035,0.0043,2.048,1.3152,1.4159,1.1727,-0.989,11.501709,1.770149112,1,0,1,4.072,5.194
1748,1749,101.3898697,-0.0132,1.0475,1.5542,1.0402,1.2036,0.0817,11.501709,1.791908622,1,0,1,4.072,5.194
1749,1750,100.3666306,-0.0042,-0.2441,1.5982,0.7185,1.1839,0.2384,11.501709,1.766408443,1,0,1,4.072,5.194
1750,1751,96.93986511,-0.0852,-0.8131,1.5807,1.2149,1.1534,0.7589,11.501709,1.683400989,1,0,1,4.072,5.194
1751,1752,92.88471985,-0.1452,-0.2161,1.5078,0.9105,1.1666,1.1918,11.501709,1.589742899,1,0,1,4.072,5.194
1752,1753,91.21206665,-0.057,-0.9698,1.3151,0.6411,1.1523,1.155,11.501709,1.552501082,1,0,1,4.072,5.194
1753,1754,93.78859711,0.0172,-0.6533,0.6316,0.8031,1.0676,2.048,11.501709,1.61021781,1,0,1,4.072,5.194
1754,1755,101.1568375,-0.1461,-0.2169,0.1437,1.2123,0.951,2.048,11.501709,1.786086559,1,0,1,4.072,5.194
1755,1756,110.3872986,-0.0959,0.1682,-0.1014,1.0936,0.9492,2.048,11.501709,2.03096056,1,0,1,4.072,5.194
1756,1757,113.4701386,0.0428,0.4008,-0.4074,1.137,0.9199,1.14,11.501709,2.119303465,1,0,1,4.072,5.194
1757,1758,104.4704742,-0.0224,0.741,-0.6719,1.1094,0.8855,0.2569,11.501709,1.870676279,1,0,1,4.072,5.194
1758,1759,88.23130798,0.0385,2.048,-1.2987,1.2852,0.7316,-0.0707,11.501709,1.488013864,1,0,1,4.072,5.194
1759,1760,75.56897736,0.0761,2.048,-1.4742,1.0208,0.7251,-0.1266,11.487482,1.239184022,1,0,1,4.072,5.194
1760,1761,73.13993073,-0.0415,1.929,-1.4071,0.9159,0.7147,-0.3255,11.47331,1.195553184,1,0,1,4.072,5.194
1761,1762,85.03879547,-0.0234,2.048,-1.302,1.0978,0.7628,-0.9206,11.47331,1.421664476,1,0,1,4.072,5.194
1762,1763,117.1314697,0.0476,1.8012,-1.1408,1.1375,0.8176,-1.3254,11.459137,2.228839636,1,0,1,4.072,5.194
1763,1764,161.0374146,-0.0024,-0.9469,0.206,0.9979,1.0022,-1.5086,11.430738,3.990335703,1,0,1,4.072,5.194
1764,1765,152.3039856,-0.0621,-1.1401,0.414,0.7645,1.0507,-1.5513,11.416565,3.56709218,1,0,1,4.072,5.194
1765,1766,93.53113556,0.0054,-1.3006,0.8395,0.9543,1.13,-1.6334,11.402338,1.60424006,1,0,1,4.072,5.194
1766,1767,51.20612335,-0.0097,-1.8637,1.1213,0.7127,1.1693,-1.511,11.388166,0.856488228,1,0,1,4.072,5.194
